	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
pNA_s_024um_00170_00071-1	0.09850815	0.22727396	0.3077738	0.027362866	0.18429315	0.0028752384	0.03155972	9.752564e-12	0.0059247273	1.8686504e-13	0.004299041	0.14739192	0.00067276123	1.9050829e-11	0.020971397
pNA_s_024um_00151_00217-1	1.4406943e-05	0.19407444	0.24235255	0.40374726	0.017672272	0.052510124	3.6944597e-10	2.9523208e-19	2.3875832e-10	1.5720314e-08	0.008002101	0.07024664	0.019070726	3.5609533e-05	8.6516305e-09
pNA_s_024um_00277_00000-1	0.76140445	0.019575963	2.765447e-10	8.862585e-07	0.008150566	0.052029982	0.07960371	4.2604946e-09	3.2235774e-05	0.1488432	7.422098e-12	0.017299263	0.0001674961	9.293723e-07	6.59142e-07
pNA_s_024um_00115_00097-1	0.0061464617	0.032261893	0.53878623	0.06648738	0.12120017	0.07656496	3.2274367e-11	2.2638272e-08	0.01214247	6.6444974e-09	0.0010709447	0.0025417972	2.0304618e-08	6.489324e-05	3.079775e-08
pNA_s_024um_00080_00242-1	0.03769133	0.72906166	0.050636567	0.21064101	5.206799e-07	0.0741616	1.727915e-10	8.9335066e-05	6.575845e-17	3.266308e-14	0.040148146	1.4263916e-12	0.008684765	3.2523453e-16	1.02397085e-16
pNA_s_024um_00032_00245-1	0.13803077	0.1571115	0.0021261552	0.0842456	0.49913514	1.7912517e-16	2.258019e-22	0.0015335054	6.477325e-17	3.008545e-17	7.4958356e-05	9.1379876e-11	1.3811724e-22	5.7984145e-10	5.569321e-07
pNA_s_024um_00226_00130-1	0.53840435	6.047207e-13	0.030951202	0.012246956	0.024274059	0.159879	1.7646475e-11	0.036547154	0.09573822	4.435421e-11	0.00042792724	0.13622595	0.0058591357	6.593035e-10	0.013410516
pNA_s_024um_00126_00185-1	6.879967e-06	0.028316675	0.24738161	0.28791904	0.14087437	0.032217175	1.5672615e-20	0.002466911	4.529444e-18	9.540343e-20	0.08421598	0.0641782	5.0014015e-09	0.0013501139	5.766715e-13
pNA_s_024um_00256_00002-1	0.49131173	5.157656e-08	0.04941005	0.007944081	0.030712351	0.08209808	0.07970013	5.2071125e-09	0.00047469194	0.21513827	0.0024748414	0.0001058174	6.774754e-09	3.0233305e-05	0.013319934
pNA_s_024um_00261_00032-1	0.39281	1.2578441e-10	4.2820697e-10	1.7028688e-08	0.049717758	0.3538523	0.06907183	0.006967255	0.005466864	0.05242754	0.02762465	2.6698175e-05	0.07538236	5.4083644e-09	2.2954755e-08
pNA_s_024um_00220_00050-1	0.010272388	0.00058695476	0.55505204	0.075796776	0.11968428	0.124422565	0.048128188	1.6386689e-07	0.01835651	0.010313167	0.024598641	0.04109837	0.0030501946	0.013512468	4.0906212e-05
pNA_s_024um_00160_00002-1	0.02495797	0.37393144	0.015977254	0.27835014	0.15440351	0.027024992	1.9844893e-14	0.03512447	5.92294e-11	7.212582e-14	0.009958989	0.054155137	2.0265666e-06	0.006542193	6.4590364e-09
pNA_s_024um_00223_00276-1	0.6606823	0.103884675	7.001962e-05	0.0627717	4.2284505e-06	0.053578515	0.0036933268	3.2091458e-09	8.192036e-10	9.471694e-09	0.0027821348	0.024756057	2.1608576e-10	8.552087e-15	9.177236e-12
pNA_s_024um_00024_00036-1	1.3968619e-16	0.40152207	1.1739605e-05	0.14193328	7.273438e-07	2.2529084e-25	4.324347e-18	0.15970163	5.30391e-11	1.0299763e-13	8.433645e-09	4.5763123e-08	2.8983282e-18	0.067068964	1.913711e-14
